vars,mse_out,mse_val,gp_nll,mse,recon_term,pen_term,loss,vs,vs_2
[0.80571544 0.19428457],0.030442340299487114,0.011440867558121681,-0.002166498452425003,0.011462913735576107,-0.2415758131578518,-3.3628721823499298e-06,-0.24374567448245915,[0.8059778  0.19402221],0.19402221
[0.8059778  0.19402221],0.03068438172340393,0.011453385464847088,-0.0021387386756638684,0.011471768954793815,-0.23936200326822912,-3.3351623523867693e-06,-0.24150407710624536,[0.80623907 0.19376093],0.19376093
[0.80623907 0.19376093],0.03876843675971031,0.011526796966791153,-0.0021689607140918574,0.011550677514557012,-0.21963486978408586,-3.3989946859382623e-06,-0.22180722949286366,[0.80649966 0.19350034],0.19350034
[0.80649966 0.19350034],0.030538134276866913,0.011646264232695103,-0.002123774184534947,0.011664769056541104,-0.19111199327190756,-3.22225379759148e-06,-0.1932389897102401,[0.80675906 0.19324096],0.19324096
[0.80675906 0.19324096],0.05099606141448021,0.011930487118661404,-0.0021803585502008596,0.01195507882607883,-0.11853452040712735,-3.3339586591920133e-06,-0.1207182129159874,[0.807018 0.192982],0.192982
[0.807018 0.192982],0.039903052151203156,0.012444176711142063,-0.0020926478318870068,0.01245360477079156,0.006096940160167502,-3.2341228746264904e-06,0.004001058205405869,[0.80727535 0.19272462],0.19272462
[0.80727535 0.19272462],0.05239629000425339,0.013665305450558662,-0.002216098830103874,0.013690829931949994,0.3154032469535441,-3.350151775950111e-06,0.3131837979716643,[0.8075329  0.19246711],0.19246711
[0.8075329  0.19246711],0.0349721759557724,0.014540240168571472,-0.0020538180445631347,0.014544730195091823,0.528878283476016,-3.2118021290170964e-06,0.5268212536293237,[0.80778843 0.1922116 ],0.1922116
[0.80778843 0.1922116 ],0.032035116106271744,0.015887746587395668,-0.002231552576025327,0.01591853448406494,0.8723293470128247,-3.687648184414743e-06,0.870094106788615,[0.8080443  0.19195564],0.19195564
[0.8080443  0.19195564],0.03272154927253723,0.013365717604756355,-0.002074499304095904,0.013377252191829085,0.23700877293682399,-3.5796708722711776e-06,0.2349306939618558,[0.80829865 0.19170138],0.19170138
[0.80829865 0.19170138],0.04830506443977356,0.011809909716248512,-0.002135056226203839,0.011844660166069297,-0.14613921251513967,-3.948128717910424e-06,-0.1482782168700614,[0.8085521  0.19144796],0.19144796
[0.8085521  0.19144796],0.029852351173758507,0.012882532551884651,-0.002140278151879708,0.012923579905740721,0.12359072368172111,-4.3028393282262265e-06,0.12144614269051317,[0.8088048  0.19119523],0.19119523
[0.8088048  0.19119523],0.032337140291929245,0.012994580902159214,-0.00206673222904404,0.013004862981720327,0.14391147504794685,-4.311552911982636e-06,0.14184043126599083,[0.8090559  0.19094408],0.19094408
[0.8090559  0.19094408],0.04070281237363815,0.011938173323869705,-0.0021254653111100197,0.011982483864446952,-0.11168327258809277,-4.185916032446376e-06,-0.11381292381523524,[0.8093064  0.19069362],0.19069362
[0.8093064  0.19069362],0.033857107162475586,0.011903973296284676,-0.0021257541763285794,0.011936982976120529,-0.1230585025902741,-4.643220397119576e-06,-0.12518889998699978,[0.8095562  0.19044389],0.19044389
[0.8095562  0.19044389],0.0333017073571682,0.012241845950484276,-0.002039968656996886,0.01225559886510271,-0.0434045503773142,-4.627253838595448e-06,-0.04544914628814968,[0.8098041  0.19019589],0.19019589
[0.8098041  0.19019589],0.040487371385097504,0.01180639211088419,-0.0021059190233548484,0.011848224802742087,-0.1452480359802325,-4.26998135570322e-06,-0.14735822498494305,[0.81005126 0.18994872],0.18994872
[0.81005126 0.18994872],0.029369525611400604,0.011890040710568428,-0.0021325545385479927,0.011924143568559665,-0.12626834696056677,-4.591668254781068e-06,-0.12840549316736954,[0.810298   0.18970197],0.18970197
[0.810298   0.18970197],0.03087804652750492,0.012092739343643188,-0.0020693601109087467,0.012114903287655814,-0.07857843826697307,-4.5149711967371746e-06,-0.08065231334907855,[0.8105436  0.18945646],0.18945646
[0.8105436  0.18945646],0.030947482213377953,0.011647923849523067,-0.002128161955624819,0.011683397773256473,-0.18645477689409695,-4.0433993413172775e-06,-0.1885869822490631,[0.8107887 0.1892113],0.1892113
[0.8107887 0.1892113],0.029868049547076225,0.011556520126760006,-0.002128657108793656,0.011593877175108229,-0.2088349334271519,-4.198077095842475e-06,-0.21096778861304138,[0.8110335  0.18896651],0.18896651
[0.8110335  0.18896651],0.0334986113011837,0.011733729392290115,-0.0020689329442878566,0.01175798765444336,-0.16780730440919867,-4.28777340082779e-06,-0.16988052512688737,[0.81127715 0.18872291],0.18872291
[0.81127715 0.18872291],0.03150917962193489,0.011495938524603844,-0.002115279591331879,0.011527443013800213,-0.22544349429526034,-3.755258564600595e-06,-0.22756252914515682,[0.8115202  0.18847977],0.18847977
[0.8115202  0.18847977],0.04211917892098427,0.011578728444874287,-0.002125547733157873,0.011606861048425246,-0.2055889650362601,-3.6943442380493283e-06,-0.20771820711365602,[0.8117629  0.18823706],0.18823706
[0.8117629  0.18823706],0.035383082926273346,0.0116354338824749,-0.002079096777985493,0.011651940528214777,-0.1943191180184807,-3.869714351406325e-06,-0.1964020845108176,[0.8120046  0.18799539],0.18799539
[0.8120046  0.18799539],0.02982267178595066,0.011364292353391647,-0.002095199500521024,0.011390794735043596,-0.25960554103940087,-3.4441046412305132e-06,-0.2617041846445631,[0.8122456  0.18775441],0.18775441
[0.8122456  0.18775441],0.03153405338525772,0.01139497384428978,-0.002130130616327127,0.011420554804086932,-0.2521655129917898,-3.3830242956856797e-06,-0.2542990266324126,[0.81248635 0.18751363],0.18751363
[0.81248635 0.18751363],0.036042697727680206,0.011389556340873241,-0.0020882966928184032,0.011401676959064405,-0.25688500112190366,-3.4858892167819188e-06,-0.25897678370393884,[0.81272626 0.18727373],0.18727373
[0.81272626 0.18727373],0.03850535303354263,0.011237628757953644,-0.002099180749307076,0.011255915518445582,-0.2933253355578528,-3.2177252062084e-06,-0.2954277340323661,[0.8129656 0.1870344],0.1870344
[0.8129656 0.1870344],0.03163289278745651,0.011344736441969872,-0.0021258403236667314,0.011368208904793982,-0.26525200738532095,-3.1708880932020477e-06,-0.2673810185970809,[0.8132047  0.18679537],0.18679537
[0.8132047  0.18679537],0.03530498594045639,0.011354236863553524,-0.002082606932769219,0.011368058999420571,-0.2652894897076312,-3.2872564504907845e-06,-0.26737538389685095,[0.8134428  0.18655722],0.18655722
[0.8134428  0.18655722],0.029733959585428238,0.011228807270526886,-0.0021039918065071106,0.011245210790831395,-0.29600154878927987,-3.1260253229569033e-06,-0.2981086666211099,[0.8136804  0.18631962],0.18631962
[0.8136804  0.18631962],0.0303514264523983,0.011297374032437801,-0.0021063582971692085,0.011318296086208771,-0.2777302181338574,-2.9809974144381927e-06,-0.279839557428441,[0.81391746 0.18608251],0.18608251
[0.81391746 0.18608251],0.03019081801176071,0.01128712110221386,-0.002073465846478939,0.011293901066992127,-0.28382899090570635,-3.0973880943197443e-06,-0.2859055541402796,[0.8141537  0.18584637],0.18584637
[0.8141537  0.18584637],0.030512506142258644,0.011154238134622574,-0.002084790263324976,0.011172710893812447,-0.3141264774313634,-2.960978200192772e-06,-0.31621422867288856,[0.81438905 0.18561095],0.18561095
[0.81438905 0.18561095],0.029552115127444267,0.011161759495735168,-0.0020829325852294764,0.011181595075524952,-0.3119054924245952,-2.8710025909834476e-06,-0.31399129601241565,[0.8146237  0.18537627],0.18537627
[0.8146237  0.18537627],0.04352132976055145,0.011168059892952442,-0.0020583427200714746,0.011180377741572526,-0.3122097732115926,-2.950914100511602e-06,-0.3142710668457646,[0.81485736 0.18514267],0.18514267
[0.81485736 0.18514267],0.03860870748758316,0.011079350486397743,-0.0020715633096794286,0.011094007999352116,-0.333802221294766,-2.8357610312994043e-06,-0.3358766203654767,[0.81509024 0.18490978],0.18490978
[0.81509024 0.18490978],0.03177616000175476,0.01107023749500513,-0.002061725128442049,0.011086041024946747,-0.3357939770697563,-2.780102805363669e-06,-0.3378584823010037,[0.8153222  0.18467782],0.18467782
[0.8153222  0.18467782],0.03017752803862095,0.011103436350822449,-0.0020481737640996775,0.011114448632547994,-0.3286920700842493,-2.9117298069933235e-06,-0.3307431555781559,[0.8155531  0.18444689],0.18444689
[0.8155531  0.18444689],0.029706094413995743,0.011044131591916084,-0.002055074398716291,0.011059866896459708,-0.3423375262346237,-2.7651352143758332e-06,-0.34439536576855434,[0.8157832 0.1842168],0.1842168
[0.8157832 0.1842168],0.03782260790467262,0.0110189039260149,-0.0020476734886566796,0.011033844946273972,-0.34884299795531437,-2.741498602050378e-06,-0.35089341294257315,[0.8160124  0.18398765],0.18398765
[0.8160124  0.18398765],0.053006429225206375,0.011055218055844307,-0.0020409983893235526,0.011064708433205488,-0.34112714100031966,-2.8379340107131834e-06,-0.3431709773236539,[0.8162405  0.18375954],0.18375954
[0.8162405  0.18375954],0.03331951051950455,0.011040709912776947,-0.002038328597942988,0.011058260391022324,-0.34273912960272424,-2.6923701671578037e-06,-0.3447801505708344,[0.81646764 0.18353234],0.18353234
[0.81646764 0.18353234],0.030316319316625595,0.01102345623075962,-0.00203432763616244,0.011035451397777469,-0.34844138691319304,-2.7665973507889255e-06,-0.35047848114670627,[0.8166939  0.18330605],0.18330605
[0.8166939  0.18330605],0.030321810394525528,0.011046318337321281,-0.002018383393685023,0.01106266836869803,-0.34163714287322944,-2.7614148298936734e-06,-0.3436582876817444,[0.81691915 0.18308087],0.18308087
[0.81691915 0.18308087],0.0483473539352417,0.011093392968177795,-0.002036464400589466,0.011107265548597568,-0.33048784424624994,-2.673710726496244e-06,-0.3325269823575659,[0.81714356 0.18285646],0.18285646
[0.81714356 0.18285646],0.029931632801890373,0.011129926890134811,-0.002014122592906157,0.011149618670637136,-0.3198995674038625,-2.7177299672106645e-06,-0.32191640772673585,[0.8173669  0.18263306],0.18263306
[0.8173669  0.18263306],0.03673054277896881,0.011231315322220325,-0.0020203962922096252,0.011243783546209092,-0.2963583423778215,-2.7392453613750993e-06,-0.2983814779153925,[0.8175895  0.18241054],0.18241054
[0.8175895  0.18241054],0.032573152333498,0.011408763937652111,-0.0020160299415389695,0.011435362659664406,-0.24846355769602194,-2.6183873789550855e-06,-0.25048220602493987,[0.81781113 0.18218882],0.18218882
[0.81781113 0.18218882],0.030679544433951378,0.011616689153015614,-0.0020108389047284922,0.011620795544941888,-0.20210537274349807,-2.719634900571665e-06,-0.20411893128312714,[0.81803197 0.18196802],0.18196802
[0.81803197 0.18196802],0.0316123329102993,0.01184157095849514,-0.0020143513878186545,0.011877366889657254,-0.13796252255725766,-2.6183770669593154e-06,-0.1399794923221433,[0.81825197 0.18174797],0.18174797
[0.81825197 0.18174797],0.03242287039756775,0.01185697317123413,-0.0020099482499063015,0.011859026364789504,-0.14254765069225828,-2.614804378021104e-06,-0.1445602137465426,[0.8184713  0.18152869],0.18152869
[0.8184713  0.18152869],0.05794496461749077,0.011727754957973957,-0.0020178031797210374,0.011767533982428795,-0.16542074429458775,-2.6751783669041614e-06,-0.1674412226526757,[0.81868994 0.18131012],0.18131012
[0.81868994 0.18131012],0.03178158402442932,0.01134641095995903,-0.001991469723482927,0.011348520194670529,-0.27017418872237586,-2.5733944315199893e-06,-0.27216823184029026,[0.8189076  0.18109243],0.18109243
[0.8189076  0.18109243],0.029410213232040405,0.011117152869701385,-0.0020252130925655365,0.01113725521417783,-0.3229904270961095,-2.669094328901821e-06,-0.3250183092830039,[0.8191248  0.18087518],0.18087518
[0.8191248  0.18087518],0.04282412678003311,0.011191724799573421,-0.001960430915157,0.01120671636069573,-0.30562513699945765,-2.621157459040426e-06,-0.3075881890720737,[0.8193408  0.18065913],0.18065913
[0.8193408  0.18065913],0.03283795714378357,0.011497420258820057,-0.0020293225534260273,0.01150672131573402,-0.23062392086129643,-2.669433224309708e-06,-0.23265591284794676,[0.81955665 0.18044335],0.18044335
[0.81955665 0.18044335],0.03207186236977577,0.011535212397575378,-0.0019464770642419655,0.011563044145410536,-0.21654320767894775,-2.585504185118821e-06,-0.21849227024737483,[0.8197711  0.18022889],0.18022889
[0.8197711  0.18022889],0.030684713274240494,0.011510198935866356,-0.002019647198418776,0.011519995507434584,-0.22730536384444447,-2.71928095194485e-06,-0.22932773032381518,[0.81998533 0.18001473],0.18001473
[0.81998533 0.18001473],0.03217170760035515,0.01121435221284628,-0.0019482501472036045,0.011234060330499417,-0.298789135641741,-2.521486932577865e-06,-0.3007399072758772,[0.82019824 0.17980175],0.17980175
[0.82019824 0.17980175],0.029837213456630707,0.011083105579018593,-0.0019900680830081305,0.011099887855790143,-0.3323322743208234,-2.7274978368491564e-06,-0.3343250699016684,[0.82041067 0.17958938],0.17958938
[0.82041067 0.17958938],0.03545396402478218,0.011052960529923439,-0.0019476419935623805,0.011060866584082545,-0.34208759810340206,-2.5912148054764294e-06,-0.34403783131176996,[0.8206219 0.1793781],0.1793781
[0.8206219 0.1793781],0.031702395528554916,0.01111028715968132,-0.001980216863254706,0.011131519222518408,-0.32442444217735156,-2.5879672434942546e-06,-0.3264072470078498,[0.82083255 0.17916743],0.17916743
[0.82083255 0.17916743],0.03087867982685566,0.011095385998487473,-0.0019510714337229729,0.011103532229855481,-0.3314211647167816,-2.6760086857186697e-06,-0.3333749121591903,[0.8210423 0.1789577],0.1789577
[0.8210423 0.1789577],0.03290385752916336,0.010959549807012081,-0.00196959280098478,0.010983126309258249,-0.3615226532335487,-2.521246256954576e-06,-0.36349476728079044,[0.82125145 0.17874858],0.17874858
[0.82125145 0.17874858],0.030926257371902466,0.010805715806782246,-0.001958196827520927,0.010817355660272848,-0.40296530477016895,-2.6157464301878163e-06,-0.40492611734412004,[0.82145983 0.17854021],0.17854021
[0.82145983 0.17854021],0.034659773111343384,0.01074694562703371,-0.0019507982457677524,0.010759692820176222,-0.41738103291611134,-2.560230305510107e-06,-0.41933439139218465,[0.82166743 0.17833261],0.17833261
[0.82166743 0.17833261],0.02999025769531727,0.010808137245476246,-0.0019625932909548283,0.010824004012894857,-0.4013032183405532,-2.4772702619137736e-06,-0.40326828890176997,[0.82187444 0.17812556],0.17812556
[0.82187444 0.17812556],0.03239750117063522,0.010901512578129768,-0.0019410930884381135,0.01091013227000971,-0.3797711466806012,-2.539901743618487e-06,-0.3817147796707829,[0.8220807  0.17791931],0.17791931
[0.8220807  0.17791931],0.04273461550474167,0.010949825868010521,-0.001972015636662642,0.0109688378446721,-0.3650947849900917,-2.4135388794525802e-06,-0.3670692141656338,[0.82228655 0.17771342],0.17771342
[0.82228655 0.17771342],0.03366034850478172,0.010947907343506813,-0.0019379043951630592,0.010958060483528148,-0.3677891158761753,-2.4077946914983785e-06,-0.3697294280660299,[0.82249165 0.17750831],0.17750831
[0.82249165 0.17750831],0.03047928772866726,0.010977508500218391,-0.0019718032951156297,0.010995693034815072,-0.3583809722912223,-2.4335438888391785e-06,-0.3603552091302268,[0.82269657 0.1773035 ],0.1773035
[0.82269657 0.1773035 ],0.03545921668410301,0.011066783219575882,-0.0019202358089387417,0.011078532519360241,-0.3376710739106156,-2.283997229726492e-06,-0.3395935937167841,[0.8229005  0.17709953],0.17709953
[0.8229005  0.17709953],0.0357431136071682,0.01135264616459608,-0.0019866712391376495,0.011370422574763707,-0.264698583929344,-2.434080566896339e-06,-0.2666876892490485,[0.8231044 0.1768956],0.1768956
[0.8231044 0.1768956],0.04336708039045334,0.011785219423472881,-0.0018873865095277627,0.011795293512795556,-0.15848085117808544,-2.230771121476219e-06,-0.16037046845873468,[0.82330704 0.17669299],0.17669299
[0.82330704 0.17669299],0.030523551627993584,0.012731754221022129,-0.0020221504382789135,0.012747721024235128,0.07962603095028985,-2.422991396146351e-06,0.07760145752061479,[0.82351017 0.17648983],0.17648983
[0.82351017 0.17648983],0.037274569272994995,0.013201572932302952,-0.0018450541732211907,0.013202196424355057,0.19324485493791135,-2.296752508241162e-06,0.19139750401218192,[0.8237116  0.17628841],0.17628841
[0.8237116  0.17628841],0.035972610116004944,0.01379864290356636,-0.002035907314469417,0.013808059840315745,0.34471071000676107,-2.516038469600513e-06,0.34267228665382204,[0.82391375 0.17608626],0.17608626
[0.82391375 0.17608626],0.03331358730792999,0.012089432217180729,-0.0018633129075169563,0.012094641422165217,-0.08364390331438924,-2.569212012442943e-06,-0.08550978543391864,[0.82411444 0.17588562],0.17588562
[0.82411444 0.17588562],0.03453027084469795,0.010833855718374252,-0.001938377507030964,0.010851974809983402,-0.39431050484528096,-2.6792017052941735e-06,-0.3962515615540172,[0.8243146  0.17568539],0.17568539
[0.8243146  0.17568539],0.03126370161771774,0.011129881255328655,-0.0019385207754870255,0.011145798795718816,-0.3208545517896792,-2.927629915031753e-06,-0.32279600019508126,[0.8245143  0.17548566],0.17548566
[0.8245143  0.17548566],0.032321371138095856,0.011767960153520107,-0.0018521752208471298,0.011781160493363025,-0.16201414033816786,-2.8061149350833156e-06,-0.16386912167395007,[0.82471263 0.1752874 ],0.1752874
[0.82471263 0.1752874 ],0.031438201665878296,0.011368516832590103,-0.001957024602840344,0.011385019425583976,-0.26104939107194686,-2.922209309679605e-06,-0.2630093378840969,[0.8249108  0.17508915],0.17508915
[0.8249108  0.17508915],0.05870680883526802,0.0107915373519063,-0.0018945150077342987,0.01081099901290566,-0.4045544767823559,-3.075023999578183e-06,-0.4064520668140898,[0.82510823 0.17489183],0.17489183
[0.82510823 0.17489183],0.03273129090666771,0.01128720585256815,-0.0018560350872576237,0.011304463763579712,-0.2811882906085825,-2.8840486058918256e-06,-0.283047209744446,[0.8253043  0.17469567],0.17469567
[0.8253043  0.17469567],0.03333955258131027,0.011308406479656696,-0.00195572463174661,0.011329476163946983,-0.2749351885597363,-3.017535505375962e-06,-0.27689393072698826,[0.82550067 0.17449938],0.17449938
[0.82550067 0.17449938],0.03099152073264122,0.01080307736992836,-0.0018997861382861931,0.010823807701268144,-0.401352291023349,-3.0490361355910137e-06,-0.40325512619777076,[0.8256963  0.17430368],0.17430368
[0.8256963  0.17430368],0.03170120343565941,0.01111892145127058,-0.0018897955305874348,0.011140475691042864,-0.32218530481332575,-2.785536134236317e-06,-0.32407788588004743,[0.82589144 0.17410862],0.17410862
[0.82589144 0.17410862],0.030777843669056892,0.011143999174237251,-0.0019517034913102786,0.011166487370676435,-0.3156824118718736,-2.989069034133926e-06,-0.31763710443221804,[0.8260865  0.17391345],0.17391345
[0.8260865  0.17391345],0.038795020431280136,0.010683328844606876,-0.001903366142263015,0.010706298469325994,-0.430729579777604,-2.876250130874288e-06,-0.4326358221699979,[0.8262812 0.1737188],0.1737188
[0.8262812 0.1737188],0.03339356929063797,0.010964104905724525,-0.0018947663096090157,0.010983684131993132,-0.3613832073349739,-2.6373498562913367e-06,-0.3632806109944392,[0.8264753  0.17352465],0.17352465
[0.8264753  0.17352465],0.03450066223740578,0.011117307469248772,-0.0019426687310139339,0.011137593718632797,-0.3229058247440973,-2.864166040638883e-06,-0.32485135764115186,[0.8266696  0.17333041],0.17333041
[0.8266696  0.17333041],0.030997460708022118,0.01065966859459877,-0.0019021430052816868,0.010678844813415404,-0.437593037857758,-2.6305523794192555e-06,-0.4394978114154191,[0.82686335 0.1731366 ],0.1731366
[0.82686335 0.1731366 ],0.03205600753426552,0.01076875813305378,-0.0018952636358638604,0.010785785169488027,-0.4108579307948668,-2.5592463065448375e-06,-0.4127557536770372,[0.82705665 0.17294332],0.17294332
[0.82705665 0.17294332],0.0307653546333313,0.011041821911931038,-0.0019508488476276398,0.011059932811368708,-0.34232103873926456,-2.7122451470180177e-06,-0.34427459983203923,[0.8272502  0.17274982],0.17274982
[0.8272502  0.17274982],0.034280870109796524,0.010722254402935505,-0.0018993872217833996,0.010738272855545645,-0.42273601750923184,-2.443337321204144e-06,-0.42463784806833643,[0.82744324 0.17255673],0.17255673
[0.82744324 0.17255673],0.031191803514957428,0.010607861913740635,-0.0018934928812086582,0.010619768173642833,-0.45236219282357387,-2.5428462689259702e-06,-0.45425822855105147,[0.8276358  0.17236419],0.17236419
[0.8276358  0.17236419],0.034029390662908554,0.010815083049237728,-0.001943160779774189,0.010830315232523473,-0.39972541965890934,-2.527874891355228e-06,-0.4016711083135749,[0.8278286  0.17217144],0.17217144
[0.8278286  0.17217144],0.03168125078082085,0.01074950024485588,-0.0018758752072850864,0.010761317401169004,-0.41697486307406506,-2.38840908656551e-06,-0.41885312669043673,[0.8280205  0.17197947],0.17197947
[0.8280205  0.17197947],0.046079713851213455,0.01057378202676773,-0.0018996840032438438,0.010584229250913324,-0.46124690863561,-2.47280054785058e-06,-0.4631490654394017,[0.8282121  0.17178793],0.17178793
[0.8282121  0.17178793],0.03059850074350834,0.010612185113132,-0.001918163460989793,0.010622107316937295,-0.4517773980315245,-2.3386230954683435e-06,-0.45369790011560973,[0.8284035  0.17159654],0.17159654
[0.8284035  0.17159654],0.06226378679275513,0.010709783993661404,-0.0018516601994633675,0.010716225963467278,-0.4282477417307779,-2.366950708407608e-06,-0.4301017688809497,[0.82859385 0.1714062 ],0.1714062
[0.82859385 0.1714062 ],0.030876122415065765,0.010631606914103031,-0.0019023347025116284,0.01064319608130154,-0.446505235294275,-2.341214624908199e-06,-0.4484099112114115,[0.8287839  0.17121609],0.17121609
[0.8287839  0.17121609],0.03212506324052811,0.010502036660909653,-0.0018717516213655472,0.010508872298937917,-0.4800861461209413,-2.2741501277688e-06,-0.4819601718924346,[0.8289734  0.17102659],0.17102659
[0.8289734  0.17102659],0.03957482427358627,0.01053015235811472,-0.0018478610242406528,0.010537984868609797,-0.4728080195749435,-2.3012005599651925e-06,-0.4746581817997441,[0.829162   0.17083795],0.17083795
[0.829162   0.17083795],0.030621865764260292,0.010625147260725498,-0.0018969159573316574,0.010634633854046973,-0.44864576185871413,-2.252953392520005e-06,-0.4505449307694383,[0.8293505  0.17064954],0.17064954
[0.8293505  0.17064954],0.03482343256473541,0.010584738105535507,-0.0018304383071760337,0.010589959194273094,-0.45981442287271485,-2.260636224392708e-06,-0.4616471218161153,[0.82953787 0.17046216],0.17046216
[0.82953787 0.17046216],0.03377852588891983,0.010478576645255089,-0.0018754416766266029,0.010484514270659686,-0.4861756527436185,-2.21052657733197e-06,-0.4880533049468225,[0.82972485 0.17027517],0.17027517
[0.82972485 0.17027517],0.033267535269260406,0.010435090400278568,-0.0018555914672712486,0.010440895543843046,-0.4970803246009929,-2.226473408191805e-06,-0.49893814254167235,[0.82991123 0.17008884],0.17008884
[0.82991123 0.17008884],0.03197954595088959,0.010485183447599411,-0.001831871612618367,0.010490987268820667,-0.4845574030338671,-2.191147679334695e-06,-0.4863914657941648,[0.83009654 0.16990341],0.16990341
[0.83009654 0.16990341],0.03071003407239914,0.010536432266235352,-0.0018735315340260665,0.010544006863942188,-0.4713024945145678,-2.1863294209430917e-06,-0.47317821237801483,[0.8302817  0.16971828],0.16971828
[0.8302817  0.16971828],0.04056360572576523,0.010515234433114529,-0.001825328916311264,0.010520186949417289,-0.4772574810355501,-2.1516793055695575e-06,-0.47908496163116693,[0.83046585 0.16953413],0.16953413
[0.83046585 0.16953413],0.030671443790197372,0.01045166701078415,-0.0018549530456463497,0.010460682267240305,-0.49213368582010514,-2.148254404347457e-06,-0.49399078712015587,[0.83064955 0.16935045],0.16935045
[0.83064955 0.16935045],0.06522958725690842,0.010417862795293331,-0.00183864946787556,0.01042485417414846,-0.5010907107573137,-2.1367380908686057e-06,-0.5029314969632802,[0.83083254 0.16916747],0.16916747
[0.83083254 0.16916747],0.031456418335437775,0.010451246984302998,-0.0018253171195586522,0.010461071531183348,-0.49203635174338056,-2.116745459827168e-06,-0.493863785608399,[0.8310147  0.16898529],0.16898529
[0.8310147  0.16898529],0.031032757833600044,0.01056981086730957,-0.0018534523745377858,0.01057493300663525,-0.4635709961789593,-2.0921247892829106e-06,-0.46542654067828637,[0.8311965  0.16880348],0.16880348
[0.8311965  0.16880348],0.032419756054878235,0.010735600255429745,-0.0018014265224337578,0.010748571514960035,-0.4201613533952983,-2.0792368392867196e-06,-0.4219648591545714,[0.8313773  0.16862269],0.16862269
[0.8313773  0.16862269],0.031180499121546745,0.011050505563616753,-0.0018584153925379117,0.011054674188501463,-0.3436356895095682,-2.05639537645273e-06,-0.3454961612974825,[0.83155787 0.16844209],0.16844209
[0.83155787 0.16844209],0.03200419619679451,0.011428381316363811,-0.0017968785638610523,0.01145403231990128,-0.24379617579843782,-2.060665480412458e-06,-0.24559511502777928,[0.83173746 0.16826248],0.16826248
[0.83173746 0.16826248],0.03229740262031555,0.01190248318016529,-0.0018475751082102458,0.011897603259831203,-0.13290341249296314,-1.994056793425407e-06,-0.1347529816579668,[0.83191687 0.16808315],0.16808315
[0.83191687 0.16808315],0.033959146589040756,0.012127288617193699,-0.0018231812864542007,0.012174168988800345,-0.06376198350212074,-2.0410511784752464e-06,-0.06558720583975342,[0.8320956 0.1679044],0.1679044
[0.8320956 0.1679044],0.033297065645456314,0.011677595786750317,-0.0017991477313141029,0.011660386813032097,-0.19220756300972563,-1.963617548229984e-06,-0.19400867435858796,[0.83227354 0.16772647],0.16772647
[0.83227354 0.16772647],0.030934536829590797,0.011302032507956028,-0.0018625933056076367,0.011329898635751831,-0.2748295741219308,-2.0757183212449346e-06,-0.27669424314585966,[0.83245134 0.16754864],0.16754864
[0.83245134 0.16754864],0.03318032994866371,0.01129985973238945,-0.0017466711190839608,0.0112992041544929,-0.28250321311319504,-2.0201033033615257e-06,-0.28425190433558234,[0.8326278  0.16737227],0.16737227
[0.8326278  0.16737227],0.030782798305153847,0.011826646514236927,-0.0018673439820607503,0.01181862841532667,-0.15264713206360234,-2.1425278193951566e-06,-0.15451661857348248,[0.83280414 0.1671958 ],0.1671958
[0.83280414 0.1671958 ],0.04274909198284149,0.011355645954608917,-0.0017507858574390411,0.011380298246148944,-0.2622296753442522,-2.135853572941704e-06,-0.26398259705526417,[0.8329792  0.16702075],0.16702075
[0.8329792  0.16702075],0.03131181746721268,0.010697171092033386,-0.0018228391806284587,0.010694533131916498,-0.43367093955595215,-2.2246401650217596e-06,-0.43549600337674566,[0.83315384 0.16684614],0.16684614
[0.83315384 0.16684614],0.03195246681571007,0.010367020964622498,-0.0018019446482261021,0.010373992912833425,-0.5138060297073475,-2.1840814848697954e-06,-0.5156101584370585,[0.83332795 0.1666721 ],0.1666721
[0.83332795 0.1666721 ],0.03667367249727249,0.010758263990283012,-0.0017395784767965476,0.01076992588058006,-0.4148227687705513,-2.3196373644123346e-06,-0.4165646668847123,[0.83350056 0.16649942],0.16649942
[0.83350056 0.16649942],0.03187241777777672,0.01113058254122734,-0.0018347864970564842,0.011125118549693582,-0.32602459703877396,-2.221044418935035e-06,-0.3278616045802494,[0.8336732  0.16632676],0.16632676
[0.8336732  0.16632676],0.032579611986875534,0.010686127468943596,-0.0017407747606436412,0.010694773746375091,-0.433610797544793,-2.2368342166465804e-06,-0.43535380913965327,[0.83384454 0.1661554 ],0.1661554
[0.83384454 0.1661554 ],0.03351777046918869,0.01038041990250349,-0.0017908007527391117,0.010392886914906108,-0.5090824995563592,-2.3019244189919148e-06,-0.5108756022335172,[0.8340153  0.16598463],0.16598463
[0.8340153  0.16598463],0.03619641438126564,0.010485670529305935,-0.0017949691973626614,0.01049175462468827,-0.48436556779610945,-2.1576444744013874e-06,-0.48616269463794654,[0.8341858  0.16581425],0.16581425
[0.8341858  0.16581425],0.03240424767136574,0.010605031624436378,-0.0017481537846227486,0.010616772839917021,-0.4531110085030746,-2.272118514116815e-06,-0.45486143440621146,[0.8343551  0.16564488],0.16564488
[0.8343551  0.16564488],0.03115963190793991,0.010523160919547081,-0.0018172808922827244,0.01053047268781445,-0.47468604913295365,-2.172422088217232e-06,-0.4765055024473246,[0.83452433 0.1654756 ],0.1654756
