vars,mse_out,mse_val,gp_nll,mse,recon_term,pen_term,loss,vs,vs_2
[0.8003618  0.19963822],0.031138261780142784,0.006357959937304258,-0.0001910466623182098,0.0059884841656919095,-1.6101831369094297,-1.2144429170650681e-06,-1.6103753980146651,[0.80033123 0.19966877],0.19966877
[0.80033123 0.19966877],0.0315297432243824,0.006368724629282951,-0.00010171811057565112,0.005999598432536452,-1.6074045421911984,-1.186700657079091e-06,-1.607507447002431,[0.80029887 0.19970107],0.19970107
[0.80029887 0.19970107],0.03162457421422005,0.006482057273387909,-0.00018328864825889468,0.006104364598241192,-1.581212998422743,-1.1500964782308143e-06,-1.5813974371674802,[0.8002686 0.1997314],0.1997314
[0.8002686 0.1997314],0.03145841136574745,0.006682990118861198,-7.865575995917122e-05,0.00632576975728758,-1.5258617302501094,-1.2130145579872652e-06,-1.5259415990246266,[0.80023533 0.19976461],0.19976461
[0.80023533 0.19976461],0.03183753043413162,0.006979829631745815,-0.00021733326138928533,0.006607598577931352,-1.4554045291573214,-1.0635491740298623e-06,-1.4556229259678848,[0.8002058 0.1997942],0.1997942
[0.8002058 0.1997942],0.03170685097575188,0.007170000113546848,-6.585802475456148e-05,0.0068249544311765565,-1.4010655719713685,-1.2657948323109423e-06,-1.4011326957909553,[0.80017245 0.19982752],0.19982752
[0.80017245 0.19982752],0.032030053436756134,0.007089243270456791,-0.0001098682211401562,0.006709762171850827,-1.429863640786203,-1.0884439302548474e-06,-1.4299745974512736,[0.8001382  0.19986178],0.19986178
[0.8001382  0.19986178],0.031095098704099655,0.006856284569948912,-0.00022611380942786732,0.00650726401679518,-1.480488172608053,-1.2366993161594453e-06,-1.480715523116797,[0.8001076  0.19989242],0.19989242
[0.8001076  0.19989242],0.03184293955564499,0.006594514474272728,-7.76180725855132e-06,0.006216380868449944,-1.5532089537154063,-1.2285261048709388e-06,-1.5532179440487697,[0.8000711 0.1999289],0.1999289
[0.8000711 0.1999289],0.031182527542114258,0.006515011191368103,-0.00010978305363096297,0.006140513605637536,-1.5721757685632713,-1.2740476450775642e-06,-1.5722868256645475,[0.8000336  0.19996637],0.19996637
[0.8000336  0.19996637],0.03098968230187893,0.0067024994641542435,-0.00027440387445191544,0.006357253691896166,-1.5179907474300856,-1.1664058193826863e-06,-1.518266317710357,[0.8000026 0.1999974],0.1999974
[0.8000026 0.1999974],0.03248926252126694,0.007189683150500059,0.00014647717277208963,0.006768618815317521,-1.4151494756972778,-1.388308068753279e-06,-1.4150043868325743,[0.7999588  0.20004122],0.20004122
[0.7999588  0.20004122],0.031007127836346626,0.007720226421952248,-0.00030835131959368783,0.007415898818418673,-1.2533294752687063,-1.1694630909956232e-06,-1.253638996051391,[0.79992354 0.20007649],0.20007649
[0.79992354 0.20007649],0.0319613553583622,0.0073448121547698975,-0.00016357646867011985,0.006944274281333619,-1.3712356078217907,-1.2970569585917099e-06,-1.3714004813474192,[0.79988956 0.20011048],0.20011048
[0.79988956 0.20011048],0.031483445316553116,0.006967927794903517,-3.085007241073375e-05,0.006623874278787252,-1.4513356071716748,-1.164933808321326e-06,-1.4513676221778937,[0.7998511  0.20014894],0.20014894
[0.7998511  0.20014894],0.031448908150196075,0.006813263986259699,6.791234288054208e-05,0.006444963706501266,-1.496063252146266,-1.4630969918643355e-06,-1.4959968029003772,[0.7998038  0.20019618],0.20019618
[0.7998038  0.20019618],0.032012131065130234,0.007428969722241163,-0.00021272525191307068,0.007081649854640558,-1.3368917088474088,-1.1137907871729222e-06,-1.337105547890109,[0.7997615  0.20023848],0.20023848
[0.7997615  0.20023848],0.03135447949171066,0.007820638827979565,-5.957783529690156e-05,0.007514669019594064,-1.2286369378958761,-1.4116057555738144e-06,-1.2286979273369287,[0.799716   0.20028406],0.20028406
[0.799716   0.20028406],0.03248138353228569,0.007262211758643389,3.0287369251406442e-05,0.006876323560894216,-1.3882233019082222,-1.3177227398627188e-06,-1.3881943322617105,[0.7996642  0.20033579],0.20033579
[0.7996642  0.20033579],0.031858496367931366,0.007037532050162554,4.9818928043047585e-05,0.00666253468274084,-1.4416705016143072,-1.5445189999747289e-06,-1.4416222272052641,[0.7996056  0.20039438],0.20039438
[0.7996056  0.20039438],0.03097475692629814,0.007194947451353073,-0.00017983516833434501,0.006872392281689589,-1.389206104219391,-1.2941896387563938e-06,-1.3893872335773643,[0.7995512 0.2004488],0.2004488
[0.7995512 0.2004488],0.03138352930545807,0.006994740571826696,-3.9153943362180144e-05,0.006627766197815059,-1.4503626276073436,-1.3925332152706646e-06,-1.450403174083921,[0.7994944  0.20050558],0.20050558
[0.7994944  0.20050558],0.03179201856255531,0.006894689053297043,2.8149387314139556e-05,0.0065293261220807745,-1.4749726450307656,-1.5966582620563852e-06,-1.4749460923017135,[0.79943234 0.20056768],0.20056768
[0.79943234 0.20056768],0.03086644783616066,0.006644868291914463,-0.00011031270454016824,0.006306681651024932,-1.530633774513789,-1.4311424974581947e-06,-1.5307455183608265,[0.79937166 0.2006283 ],0.2006283
[0.79937166 0.2006283 ],0.03142772242426872,0.006598005071282387,-0.00011975758631403248,0.006227321537537069,-1.5504737891480254,-1.4549608422497929e-06,-1.5505950016951817,[0.79931283 0.20068723],0.20068723
[0.79931283 0.20068723],0.0314047709107399,0.006723043043166399,-0.0001099526125472039,0.0063612511094501625,-1.516991385506253,-1.5733840490401592e-06,-1.5171029115028491,[0.799255 0.200745],0.200745
[0.799255 0.200745],0.031087996438145638,0.006723680533468723,-0.00010116675791020195,0.006369419160925985,-1.5149494050823795,-1.4996377981187573e-06,-1.515052071478088,[0.79919803 0.20080191],0.20080191
[0.79919803 0.20080191],0.031576309353113174,0.006629284471273422,-0.00014106927361960211,0.006266285635477012,-1.540732765394998,-1.472255149234104e-06,-1.5408753069237668,[0.7991436 0.2008564],0.2008564
[0.7991436 0.2008564],0.03104466013610363,0.006415416952222586,-0.00015333828438694277,0.006051659953877745,-1.5943891905949308,-1.544976637111005e-06,-1.5945440738559549,[0.79909194 0.20090808],0.20090808
[0.79909194 0.20090808],0.03159917891025543,0.006640193518251181,-7.08524069826429e-05,0.006258464401978863,-1.542688073885108,-1.5234052159097177e-06,-1.5427604496973066,[0.79903936 0.20096065],0.20096065
[0.79903936 0.20096065],0.03107753023505211,0.00656712194904685,-0.00020338994606087604,0.006207168048330521,-1.555512147211116,-1.482229724351481e-06,-1.5557170193869012,[0.7989916  0.20100845],0.20100845
[0.7989916  0.20100845],0.03139588609337807,0.0063430266454815865,-0.00016708728314066926,0.005972531436332873,-1.6141713180857582,-1.4481406844421018e-06,-1.6143398535095834,[0.7989467  0.20105335],0.20105335
[0.7989467  0.20105335],0.031385261565446854,0.006457149516791105,-0.00011783180525526404,0.006084914507022687,-1.5860755677800147,-1.4601516200778136e-06,-1.58619485973689,[0.79890233 0.20109768],0.20109768
[0.79890233 0.20109768],0.0312104020267725,0.0064112055115401745,-0.0001929951055596272,0.00604280417605911,-1.5966031430549186,-1.4626739258725826e-06,-1.5967976008344043,[0.79886156 0.20113844],0.20113844
[0.79886156 0.20113844],0.03151095286011696,0.006428508087992668,-0.00020956715646510324,0.006060715487386718,-1.5921252782243729,-1.3452083121338354e-06,-1.59233619058915,[0.79882497 0.20117503],0.20117503
[0.79882497 0.20117503],0.031037762761116028,0.006366293411701918,-0.00019532614775622884,0.00600910462600862,-1.6050280124226421,-1.4118856739653946e-06,-1.6052247504560724,[0.7987915  0.20120855],0.20120855
[0.7987915  0.20120855],0.03170858323574066,0.006328601390123367,-0.00016470542565609017,0.00594588107166517,-1.6208338988973778,-1.449069960418506e-06,-1.6210000533929945,[0.79875934 0.20124064],0.20124064
[0.79875934 0.20124064],0.03111202083528042,0.006369556300342083,-0.00026208356333275634,0.006008217475283603,-1.6052498072848072,-1.307271350626417e-06,-1.6055131981194906,[0.79873294 0.20126711],0.20126711
[0.79873294 0.20126711],0.031265147030353546,0.006297267973423004,-0.0001853732392191887,0.005933066508361941,-1.6240375463570536,-1.3950817971856304e-06,-1.62422431467807,[0.7987081  0.20129195],0.20129195
[0.7987081  0.20129195],0.03150879591703415,0.006328835617750883,-0.00019326480105519295,0.005948046678840931,-1.620292509723967,-1.3671172466308442e-06,-1.6204871416422688,[0.7986851  0.20131493],0.20131493
[0.7986851  0.20131493],0.031078577041625977,0.006284394767135382,-0.0002806144766509533,0.005922295322647508,-1.6267303370147363,-1.2805890258295809e-06,-1.6270122320804132,[0.79866767 0.20133233],0.20133233
[0.79866767 0.20133233],0.03141569718718529,0.006274562794715166,-0.0001983314286917448,0.005902455624620574,-1.6316902521600893,-1.3445859120848362e-06,-1.6318899281746932,[0.7986515  0.20134853],0.20134853
[0.7986515  0.20134853],0.03133802488446236,0.006331152748316526,-0.00021392281632870436,0.005958391605821489,-1.6177062761450758,-1.2965572199393203e-06,-1.6179214955186245,[0.7986373  0.20136274],0.20136274
[0.7986373  0.20136274],0.03137772157788277,0.00629230123013258,-0.0002497683356826504,0.005920430304407456,-1.6271965752713058,-1.2888046805176814e-06,-1.627447632411669,[0.79862624 0.20137373],0.20137373
[0.79862624 0.20137373],0.031032854691147804,0.006242327857762575,-0.0002795326484677692,0.005881120101187565,-1.6370241447219929,-1.2265834618092426e-06,-1.6373049039539225,[0.7986196  0.20138042],0.20138042
[0.7986196  0.20138042],0.03159435838460922,0.0062419213354587555,-0.00018283264944329858,0.005866023876551141,-1.6407982097416653,-1.2963666229565639e-06,-1.6409823387577316,[0.7986125  0.20138747],0.20138747
[0.7986125  0.20138747],0.03107902780175209,0.0062364693731069565,-0.0002427547393987576,0.005865592925569508,-1.6409059404217345,-1.2797771207557872e-06,-1.641149974938254,[0.79860765 0.20139235],0.20139235
[0.79860765 0.20139235],0.03133772313594818,0.006262506358325481,-0.00026679696748033166,0.0058971042008039995,-1.6330281132379512,-1.1831778596154927e-06,-1.6332960933832912,[0.798606   0.20139405],0.20139405
[0.798606   0.20139405],0.0312834307551384,0.0062586418353021145,-0.00021522816192979613,0.005887514964562781,-1.635425425611336,-1.3068457381435526e-06,-1.635641960619004,[0.7986046  0.20139538],0.20139538
[0.7986046  0.20139538],0.031501930207014084,0.006289868149906397,-0.00020136224338784814,0.005913236668678199,-1.6289950156778927,-1.2066841033526798e-06,-1.6291975846053839,[0.79860324 0.20139673],0.20139673
[0.79860324 0.20139673],0.03104470856487751,0.006336148828268051,-0.0002620263257995248,0.005965776475687676,-1.615860042552297,-1.2663207798354734e-06,-1.6161233351988764,[0.7986042  0.20139578],0.20139578
[0.7986042  0.20139578],0.0319337472319603,0.006410544738173485,-0.00018844769025842348,0.0060415710510364345,-1.596911414579374,-1.1760493252611662e-06,-1.5971010383189577,[0.7986044  0.20139557],0.20139557
[0.7986044  0.20139557],0.03082890436053276,0.006629415787756443,-0.00025289270949239534,0.006258156635984394,-1.5427650147904532,-1.3147569020940764e-06,-1.5430192222568477,[0.7986063 0.2013937],0.2013937
[0.7986063 0.2013937],0.03301946818828583,0.006930761970579624,-0.00012895771457503238,0.006551320444033585,-1.4694740893059213,-1.172352488885365e-06,-1.4696042193729852,[0.7986047  0.20139527],0.20139527
[0.7986047  0.20139527],0.030709320679306984,0.007452119141817093,-0.00035750648627678555,0.007104859468763099,-1.3310893215585762,-1.322766967715092e-06,-1.3314481508118208,[0.7986096  0.20139045],0.20139045
[0.7986096  0.20139045],0.03414449840784073,0.0076401932165026665,-3.71980931959115e-05,0.007262784999245327,-1.2916079346618339,-1.1990720738084736e-06,-1.2916463318271036,[0.7986067  0.20139332],0.20139332
[0.7986067  0.20139332],0.030965937301516533,0.007607027422636747,-0.00025256203177074593,0.007239321395061375,-1.297473842380212,-1.4859753019309334e-06,-1.2977278903872846,[0.7986056  0.20139438],0.20139438
[0.7986056  0.20139438],0.03252933546900749,0.00683510722592473,-9.040071745403111e-05,0.006454463146680883,-1.4936883871163302,-1.3454192105055648e-06,-1.4937801332529947,[0.79859954 0.20140041],0.20140041
[0.79859954 0.20140041],0.03148515895009041,0.006360961124300957,-4.577137588057667e-05,0.005980540594739036,-1.612169034971693,-1.4960865392082394e-06,-1.6122163024341127,[0.79858696 0.201413  ],0.201413
[0.79858696 0.201413  ],0.03089871071279049,0.006613622419536114,-8.561285600687067e-05,0.0062359990330553595,-1.5483044197295543,-1.6975380750590907e-06,-1.5483917301236363,[0.7985699  0.20143008],0.20143008
[0.7985699  0.20143008],0.03272603824734688,0.006932624615728855,-5.908993868312488e-05,0.006554945398048875,-1.4685678136878815,-1.4676832961883578e-06,-1.468628371309861,[0.79854834 0.20145166],0.20145166
[0.79854834 0.20145166],0.03098626807332039,0.006606184411793947,-0.00012117040265972416,0.006221817430752139,-1.5518498139642758,-1.722292644479478e-06,-1.55197270665958,[0.7985249  0.20147504],0.20147504
[0.7985249  0.20147504],0.03129083290696144,0.006376566365361214,-8.089653662561129e-05,0.006009182001867612,-1.6050086618086175,-1.6617366531975173e-06,-1.6050912200818963,[0.79849845 0.2015016 ],0.2015016
[0.79849845 0.2015016 ],0.032177455723285675,0.006593484431505203,-7.525085432765384e-05,0.006210149991043846,-1.554766699348142,-1.5711929342832157e-06,-1.5548435213954037,[0.79846907 0.20153098],0.20153098
[0.79846907 0.20153098],0.03066352754831314,0.006585468538105488,-0.00022401806199923158,0.006219056570727179,-1.5525400108487308,-1.6627156391258048e-06,-1.5527656916263692,[0.7984434  0.20155664],0.20155664
[0.7984434  0.20155664],0.031887564808130264,0.00636846199631691,-6.751781620550901e-05,0.005997692948475,-1.6078809158262073,-1.6067005733670686e-06,-1.6079500403429863,[0.7984144  0.20158555],0.20158555
[0.7984144  0.20158555],0.03130823373794556,0.0062856837175786495,-0.00015916194145878157,0.005912399325893484,-1.6292043496558932,-1.5435169061091834e-06,-1.629365055114258,[0.7983867 0.2016133],0.2016133
[0.7983867 0.2016133],0.03085189312696457,0.006431661080569029,-0.0002058265769543747,0.006066196398749841,-1.5907550819657332,-1.6234427879109036e-06,-1.5909625319854757,[0.79836166 0.20163828],0.20163828
[0.79836166 0.20163828],0.03199901804327965,0.006436224561184645,-0.0001067156942250828,0.006062355104375403,-1.5917153915673525,-1.500890531606424e-06,-1.5918236081521093,[0.7983353 0.2016647],0.2016647
[0.7983353 0.2016647],0.03096366673707962,0.006261719856411219,-0.00021919270511716604,0.005896915120169936,-1.6330753866864332,-1.550756079506422e-06,-1.6332961301476299,[0.7983123  0.20168766],0.20168766
[0.7983123  0.20168766],0.031160542741417885,0.006240705028176308,-0.00020339198332900801,0.005868839949461888,-1.6400941998660257,-1.5252876404525145e-06,-1.6402991171369952,[0.7982916  0.20170833],0.20170833
[0.7982916  0.20170833],0.03173002973198891,0.006319872569292784,-0.0001525939927281191,0.005947170977508641,-1.6205114366596463,-1.4210900970578875e-06,-1.6206654517424715,[0.7982711 0.2017289],0.2017289
[0.7982711 0.2017289],0.030941057950258255,0.006360292434692383,-0.00022974059296151003,0.00599025677207707,-1.6097399840803652,-1.5283001869345792e-06,-1.6099712529735135,[0.7982538  0.20174626],0.20174626
[0.7982538  0.20174626],0.03152633458375931,0.006294662598520517,-0.00021925694697226086,0.005920444905079879,-1.627192959790393,-1.3539348206846518e-06,-1.627413570672186,[0.7982391  0.20176084],0.20176084
[0.7982391  0.20176084],0.03140277788043022,0.006226574536412954,-0.00017308845417574048,0.005852473131164277,-1.6441858995786742,-1.4600295239410966e-06,-1.644360448062374,[0.7982246  0.20177533],0.20177533
[0.7982246  0.20177533],0.031048955395817757,0.006235766690224409,-0.00022334064124152064,0.005860696148970998,-1.6421301406813014,-1.3944455722528443e-06,-1.6423548757681152,[0.7982127  0.20178732],0.20178732
[0.7982127  0.20178732],0.03177640587091446,0.006282741669565439,-0.00017446267884224653,0.005897020799759873,-1.633048983616321,-1.3498704680338254e-06,-1.6332247961656312,[0.79820085 0.20179917],0.20179917
[0.79820085 0.20179917],0.030920542776584625,0.0062675680965185165,-0.00024633907014504075,0.005903762947255601,-1.631363423928357,-1.3639873485270811e-06,-1.6316111269858506,[0.7981921  0.20180789],0.20180789
[0.7981921  0.20180789],0.03167631849646568,0.006242734845727682,-0.00013864669017493725,0.005856734323926894,-1.6431205733732202,-1.3509529035763805e-06,-1.6432605710162986,[0.79818153 0.20181842],0.20181842
[0.79818153 0.20181842],0.03125174716114998,0.006201021373271942,-0.00021787981192270914,0.005823564115669019,-1.651413121662317,-1.3232134416738956e-06,-1.6516323246876814,[0.7981729 0.2018271],0.2018271
[0.7981729 0.2018271],0.031097231432795525,0.006199689116328955,-0.0002410699768612782,0.00582755689876156,-1.6504149313673242,-1.2956729380860166e-06,-1.6506572970171236,[0.7981669  0.20183308],0.20183308
[0.7981669  0.20183308],0.03172823041677475,0.006244583986699581,-0.00012505162158049643,0.005859660864985839,-1.6423889444187483,-1.3121974288154641e-06,-1.6425153082377575,[0.79815817 0.20184183],0.20184183
[0.79815817 0.20184183],0.030944330617785454,0.006251697428524494,-0.00026021694066002965,0.005877430145286848,-1.6379466209687756,-1.2915051499289082e-06,-1.6382081294145856,[0.7981529  0.20184705],0.20184705
[0.7981529  0.20184705],0.03156549483537674,0.00623800465837121,-0.00021233545461048683,0.005858109765055261,-1.642776712143433,-1.2394978087840258e-06,-1.6429902870958522,[0.7981488  0.20185113],0.20185113
[0.7981488  0.20185113],0.031238073483109474,0.0062372139655053616,-0.00020030107892428836,0.005860054016020822,-1.642290663694522,-1.2906583299460487e-06,-1.6424922554317762,[0.79814506 0.20185494],0.20185494
[0.79814506 0.20185494],0.03128314018249512,0.006257851142436266,-0.00022186620238547525,0.0058779750778238694,-1.6378104122126353,-1.2432070601857465e-06,-1.638033521622081,[0.7981426  0.20185737],0.20185737
[0.7981426  0.20185737],0.03149314597249031,0.0063138194382190704,-0.0002273540012538433,0.005935568651405953,-1.6234119892613472,-1.233649386341381e-06,-1.6236405769119875,[0.79814154 0.20185842],0.20185842
[0.79814154 0.20185842],0.031056838110089302,0.006392927840352058,-0.0002500105377597113,0.006024994156414869,-1.6010556147041834,-1.221976704670551e-06,-1.6013068472186478,[0.79814285 0.2018572 ],0.2018572
[0.79814285 0.2018572 ],0.03182097151875496,0.00650160014629364,-0.00017316024362420043,0.006122497188730595,-1.5766798757101415,-1.2330934885073545e-06,-1.576854269047254,[0.7981426  0.20185736],0.20185736
[0.7981426  0.20185736],0.031074557453393936,0.006640002131462097,-0.0002641420190533002,0.0062744035130326255,-1.53870326853834,-1.2130565640393545e-06,-1.5389686236139573,[0.7981452  0.20185477],0.20185477
[0.7981452  0.20185477],0.03167689964175224,0.006731380708515644,-0.00022729072952643037,0.006362658394683602,-1.5166395674570388,-1.1761832420074097e-06,-1.516868034369807,[0.79814875 0.20185125],0.20185125
[0.79814875 0.20185125],0.031328972429037094,0.006777248810976744,-0.00017086893785744905,0.00641471512361421,-1.5036253983380259,-1.2676269910472849e-06,-1.5037975349028745,[0.79815036 0.2018497 ],0.2018497
[0.79815036 0.2018497 ],0.0313008613884449,0.006752753630280495,-0.0002791479928418994,0.006389249062248446,-1.5099919071611718,-1.1415902470394892e-06,-1.5102721967442607,[0.7981552  0.20184475],0.20184475
[0.7981552  0.20184475],0.03136793151497841,0.006585645955055952,-0.0001502611266914755,0.006214533490441825,-1.553670798363829,-1.2807807335809437e-06,-1.5538223402712539,[0.7981571  0.20184287],0.20184287
[0.7981571  0.20184287],0.030930036678910255,0.006414460483938456,-0.00022811295154194036,0.00604748293264329,-1.5954334343848082,-1.163399947858117e-06,-1.5956627107362982,[0.79816    0.20183998],0.20183998
[0.79816    0.20183998],0.03148669749498367,0.006324923597276211,-0.00013182670227251947,0.005933766905314672,-1.6238624519498048,-1.2851741883474321e-06,-1.6239955638262658,[0.7981592  0.20184085],0.20184085
[0.7981592  0.20184085],0.03073614090681076,0.006356102880090475,-0.00026487304906671244,0.005994376519380952,-1.6087100394879155,-1.1538825320866242e-06,-1.6089760664195143,[0.7981612  0.20183879],0.20183879
[0.7981612  0.20183879],0.031788166612386703,0.006578023079782724,-6.733964740609129e-05,0.006193744066829147,-1.5588681675655516,-1.3040612622713398e-06,-1.55893681127422,[0.79815656 0.20184338],0.20184338
[0.79815656 0.20184338],0.03093392588198185,0.006838477682322264,-0.00026320495332280797,0.006489302396712654,-1.4849785752478892,-1.1307433244827392e-06,-1.4852429109445366,[0.7981553  0.20184472],0.20184472
[0.7981553  0.20184472],0.031671397387981415,0.006913222372531891,-0.00013583372735107938,0.006535506159097971,-1.4734276354374534,-1.2843979115764278e-06,-1.473564753562716,[0.79815066 0.20184931],0.20184931
[0.79815066 0.20184931],0.03122207336127758,0.006707256194204092,-0.00015787129329207042,0.006356524359415582,-1.5181730698405032,-1.1771786816071693e-06,-1.518332118312477,[0.7981445  0.20185551],0.20185551
[0.7981445  0.20185551],0.030896451324224472,0.006429558154195547,-0.00021476721546302238,0.006047646737548653,-1.595392489507255,-1.2655996107310323e-06,-1.5956085223223289,[0.7981391  0.20186087],0.20186087
[0.7981391  0.20186087],0.03153326362371445,0.00624769926071167,-8.253941390042503e-05,0.005862624728291336,-1.6416479779374635,-1.2428089291151786e-06,-1.641731760160293,[0.7981286  0.20187132],0.20187132
[0.7981286  0.20187132],0.030570607632398605,0.006306508090347052,-0.00017730352313568196,0.00594048270225648,-1.6221834861258315,-1.2683789522376013e-06,-1.6223620580279194,[0.79811776 0.20188223],0.20188223
[0.79811776 0.20188223],0.03176478296518326,0.006496500223875046,-0.00015177327441051602,0.00611012236377939,-1.579773576454391,-1.207986500706151e-06,-1.579926557715302,[0.79810554 0.20189446],0.20189446
[0.79810554 0.20189446],0.030964521691203117,0.006605339236557484,-0.00012642141276349625,0.006246193842779394,-1.5457557137774336,-1.2792552532602292e-06,-1.5458834144454503,[0.79809076 0.20190924],0.20190924
[0.79809076 0.20190924],0.031478699296712875,0.006593707017600536,-0.00017698797940587005,0.006216616343780041,-1.5531500764075579,-1.186242875100846e-06,-1.5533282506298387,[0.7980762  0.20192379],0.20192379
[0.7980762  0.20192379],0.031202217563986778,0.0063980333507061005,-0.00011439810623414814,0.006027634131347505,-1.6003956424906436,-1.2745554107025838e-06,-1.6005113151522885,[0.7980589  0.20194107],0.20194107
[0.7980589  0.20194107],0.030981719493865967,0.0062209246680140495,-0.00014789437409490347,0.005843375074641534,-1.6464603990162299,-1.2128636147853994e-06,-1.6466095062539396,[0.79804087 0.20195918],0.20195918
[0.79804087 0.20195918],0.03135881945490837,0.006190143991261721,-9.925512131303549e-05,0.005803900118820916,-1.65632913623009,-1.2625793594086398e-06,-1.6564296539307626,[0.79801977 0.20198028],0.20198028
[0.79801977 0.20198028],0.030911603942513466,0.0062826224602758884,-0.00015898116786653796,0.0059088752667622825,-1.6300853593149744,-1.2371652191635453e-06,-1.6302455776480602,[0.7979987  0.20200129],0.20200129
[0.7979987  0.20200129],0.03172026947140694,0.006376584526151419,-7.837038234962772e-05,0.0059877463424772865,-1.6103675846230032,-1.2294185401984606e-06,-1.6104471844238932,[0.7979741  0.20202588],0.20202588
[0.7979741  0.20202588],0.03084644302725792,0.006360031198710203,-0.00016597875704367956,0.005988480725480703,-1.6101839830858136,-1.2212011135475697e-06,-1.6103511830439707,[0.79795027 0.20204972],0.20204972
[0.79795027 0.20204972],0.03180905804038048,0.0062990374863147736,-8.054100423275183e-05,0.005909993998020609,-1.6298056546263513,-1.2012350026944522e-06,-1.629887396865587,[0.7979233  0.20207663],0.20207663
[0.7979233  0.20207663],0.030859440565109253,0.0062184445559978485,-0.00016863855610912046,0.005844965515486826,-1.6460628016411702,-1.2019888581167532e-06,-1.6462326421861375,[0.7978975  0.20210241],0.20210241
[0.7978975  0.20210241],0.03151993826031685,0.0061654821038246155,-0.00010731133321921031,0.005778522139189778,-1.6626736336188335,-1.1745248240345418e-06,-1.6627821194768768,[0.7978702  0.20212983],0.20212983
[0.7978702  0.20212983],0.031236868351697922,0.0061691221781075,-0.00013313291128724813,0.005782426343585493,-1.6616975750770295,-1.2098835382987734e-06,-1.661831917871855,[0.7978424  0.20215763],0.20215763
[0.7978424  0.20215763],0.031087089329957962,0.00622259546071291,-0.0001694412979607781,0.005850634656099153,-1.6446455124122283,-1.1274898841738994e-06,-1.6448160812000732,[0.7978161  0.20218389],0.20218389
[0.7978161  0.20218389],0.031612057238817215,0.006298928987234831,-0.00010598589627382655,0.005905061027934658,-1.6310388945744227,-1.22337342753477e-06,-1.631146103844124,[0.79778814 0.20221193],0.20221193
[0.79778814 0.20221193],0.03104163333773613,0.006277057342231274,-0.0001881017815321684,0.0059109685871260855,-1.6295620199319865,-1.1054102741080723e-06,-1.6297512271237928,[0.79776245 0.20223753],0.20223753
[0.79776245 0.20223753],0.031367868185043335,0.00624867295846343,-0.000134857934123526,0.005857578739755034,-1.6429094799795225,-1.199171188979789e-06,-1.6430455370848351,[0.79773635 0.20226361],0.20226361
[0.79773635 0.20226361],0.03135136514902115,0.006196931004524231,-0.0001379332970827818,0.005816253312432902,-1.6532408725142842,-1.1164121992039493e-06,-1.6533799222235661,[0.7977103  0.20228972],0.20228972
[0.7977103  0.20228972],0.030954835936427116,0.006179419346153736,-0.0001744249602779746,0.005799294053552809,-1.6574806580252586,-1.1648063666694725e-06,-1.6576562477919032,[0.79768556 0.20231448],0.20231448
[0.79768556 0.20231448],0.031705621629953384,0.006193074863404036,-0.00012220790570912263,0.005808148274993698,-1.655267086246021,-1.1055360354990316e-06,-1.6553903996877657,[0.79765993 0.20234007],0.20234007
[0.79765993 0.20234007],0.0308548454195261,0.006263424642384052,-0.00017923714282612005,0.005888125615535378,-1.635272746988511,-1.1737868937045784e-06,-1.635453157918231,[0.7976358  0.20236419],0.20236419
[0.7976358  0.20236419],0.03218240663409233,0.006411124020814896,-0.00010820644092746079,0.006024467260909054,-1.6011873519408295,-1.0735055094049941e-06,-1.6012966318872663,[0.7976102  0.20238979],0.20238979
[0.7976102  0.20238979],0.030891140922904015,0.0066068838350474834,-0.0002035209909081459,0.006236337653082924,-1.5482197734907719,-1.2074747862564105e-06,-1.5484245019564662,[0.79758716 0.20241284],0.20241284
[0.79758716 0.20241284],0.03295401483774185,0.006832148414105177,-5.888222464515517e-05,0.006439892053141834,-1.497331186312308,-1.0582526869588047e-06,-1.4973911267896403,[0.7975604  0.20243956],0.20243956
[0.7975604  0.20243956],0.030890189111232758,0.006968388799577951,-0.00020281506779914102,0.006603910602174599,-1.4563265152529823,-1.283999875499619e-06,-1.456530614320657,[0.79753613 0.20246384],0.20246384
[0.79753613 0.20246384],0.03310295566916466,0.006835957057774067,-9.201911476945194e-06,0.00644118397380105,-1.4970081698191817,-1.125426472066514e-06,-1.4970184971571308,[0.79750603 0.20249395],0.20249395
[0.79750603 0.20249395],0.0308412853628397,0.0065798223949968815,-0.00012645325235401592,0.006201817375735882,-1.5568498258383592,-1.367140676230137e-06,-1.5569776462313893,[0.79747534 0.20252466],0.20252466
[0.79747534 0.20252466],0.03165660798549652,0.0063596912659704685,-2.3939195671118796e-05,0.005974144252034476,-1.6137681051765131,-1.3159784320130018e-06,-1.6137933603506163,[0.7974399  0.20256019],0.20256019
[0.7974399  0.20256019],0.03182963654398918,0.006470733787864447,-3.8110789319034666e-05,0.006075870850525081,-1.588336449497858,-1.3523627219416134e-06,-1.588375912649899,[0.79740065 0.20259933],0.20259933
[0.79740065 0.20259933],0.030746521428227425,0.006624232977628708,-9.762733437431355e-05,0.006255624413243741,-1.5433980592650733,-1.4789332076648324e-06,-1.5434971655326553,[0.7973608  0.20263922],0.20263922
[0.7973608  0.20263922],0.032280731946229935,0.0064781648106873035,-1.32028787144615e-05,0.006078418787287579,-1.5876994739520638,-1.4042474515380954e-06,-1.5877140810782298,[0.7973168  0.20268326],0.20268326
